"title","author","author_company","repo","number","closed","created_at","closed_at","updated_at","labels","assignees"
"Add configurable fraud rules engine per merchant region on staging","olsen_mari","grot_plushies","grot-plushies/payment-service","1416","true","1769443207956","1770610528252","1770610528252","[""feature-request"",""area/webhooks"",""effort/large"",""priority/medium""]","[""sre_oncall""]"
"Product price history not recording changes from admin bulk edit (regression)","martin_luke","grot_plushies","grot-plushies/product-catalog-service","1035","false","1769436372610","","1769574303018","[""bug"",""area/inventory"",""effort/medium"",""priority/medium""]","[""infra_lead""]"
"Cart item count endpoint returns stale cached value under high load","quinn_rowan","grot_plushies","grot-plushies/cart-service","1303","false","1769417045609","","1769494486306","[""bug"",""area/api"",""effort/large"",""priority/high""]","[""data_eng""]"
"Order confirmation email link redirects to 404 for new accounts","grant_sam","grot_plushies","grot-plushies/frontend","1776","true","1769367478348","1770500971787","1770500971787","[""bug"",""area/accessibility"",""area/i18n"",""effort/small"",""priority/medium""]","[""platform_eng"",""qa_engineer""]"
"Support weight-based shipping calculation in cart (regression)","reed_jordan","grot_plushies","grot-plushies/cart-service","1642","true","1769321183089","1770148157227","1770148157227","[""feature-request"",""area/inventory-sync"",""area/shipping-calc"",""effort/large"",""priority/low""]","[""dev_lead""]"
"Items silently removed from cart when inventory drops to zero after recent deploy","park_joon","grot_plushies","grot-plushies/cart-service","1780","true","1769289325655","1769488898712","1769488898712","[""bug"",""area/discounts"",""effort/medium"",""priority/high""]","[""dev_lead""]"
"Add product data quality scoring and validation rules (regression)","patel_nisha","grot_plushies","grot-plushies/product-catalog-service","1308","true","1769250991366","1770294216175","1770294216175","[""feature-request"",""area/pricing"",""effort/medium"",""priority/low""]","[""dev_lead""]"
"Payment intent not cancelled when user abandons checkout since v2.4 upgrade","cohen_dan","grot_plushies","grot-plushies/payment-service","1300","false","1769205026865","","1769552479248","[""bug"",""area/tax-calc"",""effort/small"",""priority/medium""]","[]"
"Add estimated delivery date to cart summary intermittently","park_joon","grot_plushies","grot-plushies/frontend","1840","false","1769184890859","","1769920281387","[""feature-request"",""area/auth"",""effort/small"",""priority/medium""]","[""ops_admin""]"
"Customer reports cart emptied overnight without explanation on staging","campbell_nina","grot_plushies","grot-plushies/cart-service","1725","false","1769170485594","","1769819863142","[""customer-support"",""area/webhooks"",""area/shipping-calc"",""effort/small"",""priority/medium""]","[]"
"Customer asks for bulk order discount functionality for new accounts","agarwal_priya","grot_plushies","grot-plushies/frontend","1388","false","1769165240315","","1770137995471","[""customer-support"",""area/navigation"",""area/seo"",""effort/medium"",""priority/high""]","[]"
"Cart restoration from abandoned checkout uses expired prices after recent deploy","perez_gabi","grot_plushies","grot-plushies/cart-service","1008","false","1769144261637","","1769372777139","[""bug"",""area/inventory-sync"",""area/shipping-calc"",""area/discounts"",""effort/small"",""priority/low""]","[]"
"Customer reports product dimensions are inaccurate on listing under high load","davis_riley","grot_plushies","grot-plushies/product-catalog-service","1356","false","1769109524805","","1769448930122","[""customer-support"",""area/import-export"",""effort/medium"",""priority/low""]","[""sre_oncall"",""ops_admin""]"
"Implement PSD2 strong customer authentication for EU payments since v2.4 upgrade","miller_avery","grot_plushies","grot-plushies/payment-service","1515","false","1769086545294","","1769267537199","[""feature-request"",""area/currency"",""effort/small"",""priority/low""]","[]"
"Bulk order customer needs cart capacity increased above 100 items","lin_mei","grot_plushies","grot-plushies/cart-service","1686","false","1769057357889","","1769632044138","[""customer-support"",""area/inventory-sync"",""area/webhooks"",""area/ttl"",""effort/medium"",""priority/critical""]","[]"
"Apple Pay session validation fails on subdomain checkout pages under high load","moller_freja","grot_plushies","grot-plushies/payment-service","1512","true","1769035798496","1770881178599","1770881178599","[""bug"",""area/pci-compliance"",""area/tax-calc"",""area/currency"",""effort/large"",""priority/medium""]","[""product_mgr""]"
"Support browser push notifications for order updates","martinez_sofia","grot_plushies","grot-plushies/frontend","1330","true","1769027517649","1769211477798","1769211477798","[""feature-request"",""area/performance"",""area/search"",""effort/medium"",""priority/high""]","[""infra_lead""]"
"Customer sees wrong order status in dashboard since v2.4 upgrade","bell_sarah","grot_plushies","grot-plushies/frontend","1876","false","1769005823440","","1769036579129","[""customer-support"",""area/ui"",""effort/medium"",""priority/high""]","[]"
"Review star rating shows fractional stars as empty intermittently","moller_freja","grot_plushies","grot-plushies/frontend","1256","true","1768994163885","1769249648228","1769249648228","[""bug"",""area/seo"",""effort/small"",""priority/medium""]","[""infra_lead""]"
"Concurrent cart updates cause lost-update anomaly without optimistic locking under high load","garcia_luis","grot_plushies","grot-plushies/cart-service","1855","false","1768991736968","","1769936851281","[""bug"",""area/persistence"",""area/webhooks"",""area/discounts"",""effort/small"",""priority/low""]","[]"
"Login redirect loop when session cookie expires mid-checkout","schmidt_lena","grot_plushies","grot-plushies/frontend","1939","false","1768974632515","","1769136577583","[""bug"",""area/ui"",""effort/medium"",""priority/medium""]","[]"
"Footer overlaps content on tablets in landscape mode for new accounts","garcia_luis","grot_plushies","grot-plushies/frontend","1218","true","1768953207681","1769718992018","1769718992018","[""bug"",""area/performance"",""effort/medium"",""priority/low""]","[""product_mgr""]"
"User stuck on loading screen after PayPal redirect since v2.4 upgrade","reed_jordan","grot_plushies","grot-plushies/frontend","1851","true","1768884006033","1769354519244","1769354519244","[""customer-support"",""area/mobile"",""effort/small"",""priority/low""]","[""platform_eng""]"
"Product price history not recording changes from admin bulk edit","jones_terry","grot_plushies","grot-plushies/product-catalog-service","1497","false","1768802486368","","1769437028338","[""bug"",""area/import-export"",""area/search-index"",""effort/large"",""priority/medium""]","[]"
"Filter sidebar scroll position resets when applying new filter for new accounts","park_joon","grot_plushies","grot-plushies/frontend","1061","false","1768700598398","","1769740713607","[""bug"",""area/mobile"",""effort/medium"",""priority/medium""]","[]"
"Postgres connection pool exhausted during bulk product import","cohen_dan","grot_plushies","grot-plushies/product-catalog-service","1510","false","1768676508443","","1769013733264","[""bug"",""area/caching"",""area/import-export"",""effort/small"",""priority/low""]","[""sre_oncall""]"
"Implement product versioning for audit trail compliance","klein_max","grot_plushies","grot-plushies/product-catalog-service","1603","false","1768671907963","","1768810779345","[""feature-request"",""area/api"",""area/reviews"",""effort/medium"",""priority/low""]","[]"
"International customer charged domestic tax rate incorrectly","park_joon","grot_plushies","grot-plushies/payment-service","1715","false","1768666419307","","1768763435145","[""customer-support"",""area/receipts"",""area/fraud-detection"",""effort/medium"",""priority/medium""]","[""dev_lead""]"
"Cross-sell suggestions API returns products from wrong category","patel_nisha","grot_plushies","grot-plushies/cart-service","1376","false","1768649968731","","1769299858929","[""bug"",""area/inventory-sync"",""effort/small"",""priority/medium""]","[""dev_lead""]"
"Support dynamic product pricing based on demand and seasonality","olsen_mari","grot_plushies","grot-plushies/product-catalog-service","1244","false","1768596808509","","1769416436915","[""feature-request"",""area/api"",""area/postgres"",""effort/large"",""priority/high""]","[]"
"Add configurable cart expiration policies per customer tier","ramirez_val","grot_plushies","grot-plushies/cart-service","1845","false","1768559405319","","1769340145176","[""feature-request"",""area/ttl"",""area/persistence"",""effort/large"",""priority/medium""]","[""product_mgr"",""dev_lead""]"
"Implement cart-level notes for special instructions on staging","rivera_sol","grot_plushies","grot-plushies/cart-service","1432","false","1768415151105","","1769317373345","[""feature-request"",""area/api"",""effort/small"",""priority/high""]","[]"
"Implement progressive image loading with blur-up placeholder under high load","bennett_james","grot_plushies","grot-plushies/frontend","1216","false","1768346083702","","1769180214718","[""feature-request"",""area/performance"",""effort/small"",""priority/medium""]","[]"
"Implement payment splitting for marketplace vendors under high load","garcia_luis","grot_plushies","grot-plushies/payment-service","1782","false","1768185388281","","1769034774517","[""feature-request"",""area/webhooks"",""area/fraud-detection"",""area/invoicing"",""effort/large"",""priority/medium""]","[""ops_admin""]"
"Add save-for-later functionality with reminder notifications in production","rivera_sol","grot_plushies","grot-plushies/cart-service","1532","false","1768184995643","","1769339344608","[""feature-request"",""area/shipping-calc"",""area/validation"",""area/api"",""effort/small"",""priority/medium""]","[]"
"Implement A/B testing framework for checkout flow variants after recent deploy","agarwal_priya","grot_plushies","grot-plushies/frontend","1593","false","1768177622134","","1768181012117","[""feature-request"",""area/images"",""effort/small"",""priority/medium""]","[""sre_oncall""]"
"Dark mode toggle doesn't persist across page refreshes since v2.4 upgrade","nakamura_hana","grot_plushies","grot-plushies/frontend","1836","false","1768166078001","","1769156940322","[""bug"",""area/ux"",""area/seo"",""effort/medium"",""priority/low""]","[]"
"Cart price mismatch between app and website for same products","moller_freja","grot_plushies","grot-plushies/cart-service","1935","false","1768157537529","","1768700240521","[""customer-support"",""area/inventory-sync"",""effort/large"",""priority/low""]","[""sre_oncall""]"
"Support multi-currency cart with real-time conversion since v2.4 upgrade","jensen_lars","grot_plushies","grot-plushies/cart-service","1065","false","1768132952648","","1769064899276","[""feature-request"",""area/persistence"",""area/validation"",""area/pricing"",""effort/medium"",""priority/low""]","[""platform_eng""]"
"Subscription renewal payment uses expired card on file since v2.4 upgrade","reed_jordan","grot_plushies","grot-plushies/payment-service","1180","false","1768122328484","","1769173826736","[""bug"",""area/invoicing"",""effort/small"",""priority/medium""]","[""ops_admin""]"
"Implement cart sharing via unique link","park_joon","grot_plushies","grot-plushies/cart-service","1850","false","1768093905538","","1769188151391","[""feature-request"",""area/pricing"",""effort/small"",""priority/low""]","[]"
"Payment method deletion doesn't revoke active subscriptions after recent deploy","bauer_lukas","grot_plushies","grot-plushies/payment-service","1137","false","1768082094896","","1768312521375","[""bug"",""area/currency"",""area/fraud-detection"",""area/pci-compliance"",""effort/large"",""priority/medium""]","[]"
"Add GraphQL API for flexible product data querying in production","nelson_skylar","grot_plushies","grot-plushies/product-catalog-service","1222","true","1768072953236","1768367729600","1768367729600","[""feature-request"",""area/search-index"",""effort/medium"",""priority/critical""]","[""data_eng""]"
"Customer payment declined despite sufficient card balance for new accounts","schmidt_lena","grot_plushies","grot-plushies/payment-service","1140","false","1768072780965","","1768580236889","[""customer-support"",""area/refunds"",""effort/small"",""priority/high""]","[]"
"Font rendering inconsistency between Chrome and Firefox on product pages","jensen_lars","grot_plushies","grot-plushies/frontend","1349","false","1768062913042","","1768301880712","[""bug"",""area/auth"",""effort/small"",""priority/high""]","[]"
"PCI audit flag: card number appears in application debug logs on staging","diaz_carlos","grot_plushies","grot-plushies/payment-service","1484","false","1767998317471","","1768504019002","[""bug"",""area/webhooks"",""area/currency"",""effort/medium"",""priority/medium""]","[""sec_reviewer""]"
"Related products algorithm returns items from archived collections since v2.4 upgrade","harris_jo","grot_plushies","grot-plushies/product-catalog-service","1779","true","1767997503884","1768924977859","1768924977859","[""bug"",""area/inventory"",""effort/small"",""priority/medium""]","[""ux_designer""]"
"Cart webhook fires before transaction is committed to database on staging","lee_jin","grot_plushies","grot-plushies/cart-service","1445","true","1767912668152","1768246236224","1768246236224","[""bug"",""area/pricing"",""effort/medium"",""priority/medium""]","[""sec_reviewer""]"
"Implement installment payment plans with configurable terms for new accounts","honda_yuki","grot_plushies","grot-plushies/payment-service","1336","true","1767911075915","1768219077277","1768219077277","[""feature-request"",""area/webhooks"",""area/pci-compliance"",""area/refunds"",""effort/small"",""priority/medium""]","[""data_eng""]"
"Cart webhook fires before transaction is committed to database since v2.4 upgrade","agarwal_priya","grot_plushies","grot-plushies/cart-service","1721","true","1767907569424","1769127785623","1769127785623","[""bug"",""area/shipping-calc"",""area/pricing"",""effort/large"",""priority/low""]","[""qa_engineer""]"
"Customer reports product listed as in-stock but order cancelled for no stock","kumar_ravi","grot_plushies","grot-plushies/product-catalog-service","1411","false","1767881145033","","1767973088541","[""customer-support"",""area/pricing"",""effort/medium"",""priority/medium""]","[]"
"Category page returns 404 when slug contains consecutive hyphens on staging","ali_omar","grot_plushies","grot-plushies/product-catalog-service","1844","true","1767843786776","1768733993705","1768733993705","[""bug"",""area/reviews"",""effort/medium"",""priority/low""]","[""sec_reviewer""]"
"Items silently removed from cart when inventory drops to zero under high load","edwards_pat","grot_plushies","grot-plushies/cart-service","1235","false","1767840074351","","1768706337355","[""bug"",""area/shipping-calc"",""effort/large"",""priority/critical""]","[""ops_admin"",""qa_engineer""]"
"Support Klarna buy-now-pay-later integration since v2.4 upgrade","klein_max","grot_plushies","grot-plushies/payment-service","1096","true","1767838807807","1769502688426","1769502688426","[""feature-request"",""area/receipts"",""effort/large"",""priority/medium""]","[""sre_oncall""]"
"Price formatting broken for JPY and KRW currencies since v2.4 upgrade","blake_chris","grot_plushies","grot-plushies/frontend","1979","false","1767834040431","","1768089489906","[""bug"",""area/search"",""effort/medium"",""priority/critical""]","[]"
"Cart API returns 500 when product has null price field after recent deploy","edwards_pat","grot_plushies","grot-plushies/cart-service","1671","false","1767829144193","","1768587997221","[""bug"",""area/pricing"",""effort/medium"",""priority/medium""]","[]"
"Support product content scheduling for timed launches on staging","foster_lee","grot_plushies","grot-plushies/product-catalog-service","1709","false","1767827093491","","1768486686175","[""feature-request"",""area/reviews"",""area/search-index"",""area/images"",""effort/small"",""priority/high""]","[""ux_designer""]"
"Implement server-side rendering for better SEO (regression)","hill_casey","grot_plushies","grot-plushies/frontend","1347","false","1767814188501","","1768508709701","[""feature-request"",""area/seo"",""area/ux"",""effort/small"",""priority/medium""]","[]"
"Customer reports product description contains outdated sizing information intermittently","rodriguez_ines","grot_plushies","grot-plushies/product-catalog-service","1282","false","1767807743523","","1768346091088","[""customer-support"",""area/reviews"",""effort/small"",""priority/medium""]","[""dev_lead""]"
"Checkout button unresponsive on Safari when cart has more than 10 items","moller_freja","grot_plushies","grot-plushies/frontend","1956","false","1767783841604","","1768100841859","[""bug"",""area/navigation"",""effort/medium"",""priority/medium""]","[]"
"Add payment failure analysis reporting since v2.4 upgrade","eriksson_nils","grot_plushies","grot-plushies/payment-service","1595","true","1767779116580","1768318219883","1768318219883","[""feature-request"",""area/stripe"",""effort/medium"",""priority/medium""]","[""dev_lead""]"
"Currency rounding error causes 1-cent discrepancy on multi-item orders under high load","miller_avery","grot_plushies","grot-plushies/payment-service","1274","true","1767726993936","1768646941576","1768646941576","[""bug"",""area/fraud-detection"",""effort/small"",""priority/low""]","[""product_mgr""]"
"Add product size guide overlay for plushie dimensions intermittently","lee_jin","grot_plushies","grot-plushies/frontend","1438","true","1767724693642","1768566455402","1768566455402","[""feature-request"",""area/checkout-flow"",""effort/small"",""priority/high""]","[""dev_lead"",""product_mgr""]"
"Support recurring payment schedule customization","bell_sarah","grot_plushies","grot-plushies/payment-service","1225","true","1767686998090","1768506574258","1768506574258","[""feature-request"",""area/tax-calc"",""area/fraud-detection"",""effort/medium"",""priority/medium""]","[""data_eng""]"
"Add configurable cart expiration policies per customer tier for new accounts","ortiz_diego","grot_plushies","grot-plushies/cart-service","1717","false","1767637591977","","1767682103473","[""feature-request"",""area/ttl"",""effort/large"",""priority/medium""]","[""qa_engineer""]"
"Tax calculation returns incorrect amount for Canadian provinces (regression)","petrov_ivan","grot_plushies","grot-plushies/cart-service","1087","false","1767633054605","","1768241321771","[""bug"",""area/webhooks"",""area/validation"",""effort/medium"",""priority/medium""]","[""ops_admin"",""infra_lead""]"
"Gift wrapping option missing from cart for certain product types since v2.4 upgrade","eriksson_nils","grot_plushies","grot-plushies/cart-service","1792","false","1767514083616","","1767953162079","[""customer-support"",""area/session"",""area/shipping-calc"",""effort/medium"",""priority/medium""]","[""sre_oncall""]"
"Add recently viewed products section to homepage under high load","rivera_sol","grot_plushies","grot-plushies/frontend","1973","false","1767496138827","","1768240859844","[""feature-request"",""area/seo"",""effort/small"",""priority/medium""]","[]"
"Store credit deduction not atomic with payment charge","baker_tom","grot_plushies","grot-plushies/payment-service","1661","true","1767491023623","1768547087363","1768547087363","[""bug"",""area/retry-logic"",""effort/small"",""priority/high""]","[""product_mgr""]"
"Refund endpoint returns success but charge is not reversed (regression)","garcia_luis","grot_plushies","grot-plushies/payment-service","1989","true","1767488873721","1769170559357","1769170559357","[""bug"",""area/tax-calc"",""effort/medium"",""priority/high""]","[""infra_lead""]"
"Product comparison table misaligns columns for items with long names since v2.4 upgrade","perez_gabi","grot_plushies","grot-plushies/frontend","1174","false","1767474452518","","1768511195534","[""bug"",""area/navigation"",""effort/large"",""priority/high""]","[]"
"Elasticsearch reindex job fails partway leaving inconsistent search results after recent deploy","hall_morgan","grot_plushies","grot-plushies/product-catalog-service","1354","false","1767470315384","","1767765080451","[""bug"",""area/api"",""effort/medium"",""priority/medium""]","[]"
"Product review aggregation shows wrong average for items with no reviews for new accounts","baker_tom","grot_plushies","grot-plushies/product-catalog-service","1759","true","1767433358753","1768081475505","1768081475505","[""bug"",""area/pricing"",""effort/medium"",""priority/medium""]","[""product_mgr""]"
"Implement automated chargeback response with evidence collection in production","kumar_ravi","grot_plushies","grot-plushies/payment-service","1878","true","1767321661340","1769418435764","1769418435764","[""feature-request"",""area/refunds"",""effort/medium"",""priority/medium""]","[""dev_lead""]"
"Free shipping threshold not applied when using store credit under high load","dubois_julie","grot_plushies","grot-plushies/cart-service","1377","false","1767304944120","","1768429426604","[""bug"",""area/session"",""effort/small"",""priority/low""]","[]"
"Product availability API ignores warehouse-level stock splits for new accounts","hill_casey","grot_plushies","grot-plushies/product-catalog-service","1503","false","1767257155142","","1768098396208","[""bug"",""area/postgres"",""effort/small"",""priority/low""]","[]"
"Store credit not reflected after returned item processed since v2.4 upgrade","campbell_nina","grot_plushies","grot-plushies/payment-service","1243","true","1767167325516","1768489846709","1768489846709","[""customer-support"",""area/currency"",""area/receipts"",""effort/small"",""priority/medium""]","[""ux_designer"",""ops_admin""]"
"Currency rounding error causes 1-cent discrepancy on multi-item orders (regression)","bauer_lukas","grot_plushies","grot-plushies/payment-service","1666","true","1767089665441","1769541924117","1769541924117","[""bug"",""area/pci-compliance"",""area/stripe"",""effort/small"",""priority/high""]","[""sec_reviewer""]"
"Product dimension fields accept negative values without validation under high load","hill_casey","grot_plushies","grot-plushies/product-catalog-service","1846","false","1767070951867","","1767463264186","[""bug"",""area/pricing"",""area/reviews"",""effort/medium"",""priority/medium""]","[""product_mgr""]"
"Concurrent cart updates cause lost-update anomaly without optimistic locking","hussain_amir","grot_plushies","grot-plushies/cart-service","1307","true","1767055638749","1768528086994","1768528086994","[""bug"",""area/pricing"",""area/validation"",""effort/small"",""priority/high""]","[""sre_oncall""]"
"Webhook event replay creates duplicate refund transactions","petrov_ivan","grot_plushies","grot-plushies/payment-service","1547","false","1767021156645","","1767975980100","[""bug"",""area/invoicing"",""effort/medium"",""priority/high""]","[]"
"Implement product review moderation workflow since v2.4 upgrade","hill_casey","grot_plushies","grot-plushies/product-catalog-service","1748","false","1766972841915","","1768053982683","[""feature-request"",""area/inventory"",""effort/large"",""priority/low""]","[]"
"Customer charged but order not confirmed in system intermittently","bauer_lukas","grot_plushies","grot-plushies/payment-service","1750","false","1766960973525","","1767606105204","[""customer-support"",""area/refunds"",""area/stripe"",""effort/small"",""priority/medium""]","[]"
"Customer reports saved cart items changed prices without notice since v2.4 upgrade","mitchell_quinn","grot_plushies","grot-plushies/cart-service","1997","false","1766925653593","","1767330138111","[""customer-support"",""area/pricing"",""area/inventory-sync"",""effort/small"",""priority/medium""]","[]"
"Price formatting broken for JPY and KRW currencies on staging","dubois_julie","grot_plushies","grot-plushies/frontend","1818","false","1766897985465","","1767930177902","[""bug"",""area/navigation"",""effort/small"",""priority/medium""]","[]"
"Order history shows duplicate entries for same purchase","honda_yuki","grot_plushies","grot-plushies/frontend","1088","true","1766878731122","1769018584835","1769018584835","[""customer-support"",""area/navigation"",""effort/medium"",""priority/high""]","[""sec_reviewer""]"
"Add cart comparison feature for bulk buyers under high load","cohen_dan","grot_plushies","grot-plushies/cart-service","1629","false","1766876078491","","1767444626484","[""feature-request"",""area/webhooks"",""effort/small"",""priority/low""]","[]"
"Product zoom feature fails with WebP images on Edge","moller_freja","grot_plushies","grot-plushies/frontend","1365","false","1766798779977","","1767757112239","[""bug"",""area/performance"",""effort/small"",""priority/high""]","[""platform_eng""]"
"Add GraphQL API for flexible product data querying intermittently","lee_jin","grot_plushies","grot-plushies/product-catalog-service","1382","false","1766779974687","","1767925624862","[""feature-request"",""area/caching"",""effort/medium"",""priority/high""]","[]"
"Implement automatic retry with exponential backoff for failed payments intermittently","campbell_nina","grot_plushies","grot-plushies/payment-service","1892","false","1766688394765","","1767177099604","[""feature-request"",""area/fraud-detection"",""effort/small"",""priority/low""]","[]"
"Cart item count endpoint returns stale cached value in production","carter_devon","grot_plushies","grot-plushies/cart-service","1770","true","1766630059025","1767869935990","1767869935990","[""bug"",""area/discounts"",""effort/large"",""priority/medium""]","[""infra_lead"",""dev_lead""]"
"Promotional banner dismissal not tracked causing it to reappear under high load","nelson_skylar","grot_plushies","grot-plushies/frontend","1710","true","1766610254024","1768977392855","1768977392855","[""bug"",""area/accessibility"",""effort/small"",""priority/medium""]","[""ops_admin""]"
"Mobile hamburger menu doesn't close after navigation","martin_luke","grot_plushies","grot-plushies/frontend","1657","false","1766607454000","","1767641013292","[""bug"",""area/navigation"",""area/seo"",""effort/medium"",""priority/medium""]","[]"
"Product zoom feature fails with WebP images on Edge on staging","olsen_mari","grot_plushies","grot-plushies/frontend","1798","false","1766597219609","","1767277911626","[""bug"",""area/seo"",""area/accessibility"",""effort/large"",""priority/low""]","[]"
"Cart restoration from abandoned checkout uses expired prices for new accounts","honda_yuki","grot_plushies","grot-plushies/cart-service","1498","false","1766595218143","","1767676357125","[""bug"",""area/validation"",""effort/small"",""priority/high""]","[]"
"Account locked after failed password reset attempts (regression)","lin_mei","grot_plushies","grot-plushies/frontend","1817","false","1766565914421","","1766569332227","[""customer-support"",""area/navigation"",""area/ux"",""effort/medium"",""priority/high""]","[""data_eng""]"
"Implement server-side rendering for better SEO in production","andersson_emma","grot_plushies","grot-plushies/frontend","1098","true","1766564551946","1767488102430","1767488102430","[""feature-request"",""area/auth"",""area/accessibility"",""area/i18n"",""effort/large"",""priority/high""]","[""dev_lead""]"
"Login redirect loop when session cookie expires mid-checkout","becker_anna","grot_plushies","grot-plushies/frontend","1994","false","1766534815892","","1767532337282","[""bug"",""area/search"",""area/checkout-flow"",""effort/medium"",""priority/medium""]","[]"
"Add payment analytics dashboard with conversion metrics","bauer_lukas","grot_plushies","grot-plushies/payment-service","1544","false","1766500997316","","1766640644349","[""feature-request"",""area/stripe"",""area/pci-compliance"",""effort/small"",""priority/medium""]","[]"
"Bulk add-to-cart endpoint times out for orders with 50+ items since v2.4 upgrade","obrien_finn","grot_plushies","grot-plushies/cart-service","1573","false","1766484846380","","1766902324904","[""bug"",""area/api"",""effort/small"",""priority/low""]","[""ux_designer""]"
"Customer cannot apply employee discount and promo code together","clark_mia","grot_plushies","grot-plushies/cart-service","1428","false","1766477117899","","1766564894867","[""customer-support"",""area/pricing"",""effort/medium"",""priority/low""]","[]"
"Language switch drops query parameters from current URL on staging","nakamura_hana","grot_plushies","grot-plushies/frontend","1110","false","1766461270428","","1767526858744","[""bug"",""area/search"",""area/mobile"",""effort/small"",""priority/high""]","[]"
"Implement progressive image loading with blur-up placeholder","lopez_rosa","grot_plushies","grot-plushies/frontend","1405","false","1766452913882","","1767007477055","[""feature-request"",""area/checkout-flow"",""area/performance"",""area/auth"",""effort/small"",""priority/low""]","[""ux_designer""]"
"Wishlist heart icon state resets on page refresh intermittently","baker_tom","grot_plushies","grot-plushies/frontend","1037","false","1766451768103","","1767320031542","[""bug"",""area/auth"",""area/performance"",""effort/large"",""priority/medium""]","[]"
"Filter sidebar scroll position resets when applying new filter","rodriguez_ines","grot_plushies","grot-plushies/frontend","1346","true","1766407383500","1768566297361","1768566297361","[""bug"",""area/performance"",""area/images"",""effort/small"",""priority/high""]","[""infra_lead""]"
"Cart export to CSV includes internal IDs instead of product names","fischer_jan","grot_plushies","grot-plushies/cart-service","1833","true","1766403676666","1767842031314","1767842031314","[""bug"",""area/persistence"",""area/ttl"",""effort/medium"",""priority/medium""]","[""qa_engineer""]"
"Order history shows duplicate entries for same purchase intermittently","rivera_sol","grot_plushies","grot-plushies/frontend","1974","false","1766370298676","","1766555939100","[""customer-support"",""area/performance"",""area/search"",""effort/large"",""priority/medium""]","[]"
"Payment retry logic creates duplicate charges after timeout intermittently","larsson_ella","grot_plushies","grot-plushies/payment-service","1056","true","1766368055349","1766820908405","1766820908405","[""bug"",""area/pci-compliance"",""effort/small"",""priority/low""]","[""product_mgr"",""ops_admin""]"
"Apple Pay session validation fails on subdomain checkout pages intermittently","honda_yuki","grot_plushies","grot-plushies/payment-service","1789","false","1766352977919","","1766676414681","[""bug"",""area/receipts"",""effort/medium"",""priority/low""]","[""product_mgr""]"
"Implement product bundling with configurable discount tiers on staging","quinn_rowan","grot_plushies","grot-plushies/product-catalog-service","1296","false","1766315072951","","1767452845256","[""feature-request"",""area/caching"",""effort/medium"",""priority/medium""]","[]"
"Customer reports product listed as in-stock but order cancelled for no stock","kumar_ravi","grot_plushies","grot-plushies/product-catalog-service","1742","true","1766311973371","1766570659932","1766570659932","[""customer-support"",""area/inventory"",""effort/large"",""priority/medium""]","[""qa_engineer"",""ux_designer""]"
"User stuck on loading screen after PayPal redirect on staging","carter_devon","grot_plushies","grot-plushies/frontend","1463","false","1766283014594","","1767167626679","[""customer-support"",""area/i18n"",""effort/small"",""priority/high""]","[]"
"Implement cart sharing via unique link","novak_petra","grot_plushies","grot-plushies/cart-service","1683","true","1766282003445","1768840644312","1768840644312","[""feature-request"",""area/ttl"",""area/inventory-sync"",""effort/medium"",""priority/medium""]","[""platform_eng""]"
"Pagination breaks when filtering by category on search page intermittently","ortiz_diego","grot_plushies","grot-plushies/frontend","1049","true","1766230097972","1766454359309","1766454359309","[""bug"",""area/auth"",""area/ux"",""area/i18n"",""effort/small"",""priority/high""]","[""ops_admin""]"
"Cart badge count doesn't update after removing item in production","park_joon","grot_plushies","grot-plushies/frontend","1283","false","1766186387328","","1766842820445","[""bug"",""area/performance"",""area/seo"",""effort/medium"",""priority/low""]","[]"
"Cart showing wrong currency after VPN region change under high load","foster_lee","grot_plushies","grot-plushies/cart-service","1938","true","1766022386393","1767958181441","1767958181441","[""customer-support"",""area/session"",""area/shipping-calc"",""effort/large"",""priority/critical""]","[""dev_lead""]"
"Support Klarna buy-now-pay-later integration","lin_mei","grot_plushies","grot-plushies/payment-service","1582","true","1765979883125","1767597308246","1767597308246","[""feature-request"",""area/webhooks"",""area/pci-compliance"",""effort/medium"",""priority/medium""]","[""ops_admin""]"
"Add real-time payment status webhooks for third-party integrations since v2.4 upgrade","lee_jin","grot_plushies","grot-plushies/payment-service","1242","false","1765942996351","","1767141824908","[""feature-request"",""area/refunds"",""effort/small"",""priority/low""]","[]"
"Idempotency key collision causes payment deduplication false positive","becker_anna","grot_plushies","grot-plushies/payment-service","1496","false","1765917112300","","1766398643009","[""bug"",""area/invoicing"",""area/pci-compliance"",""effort/medium"",""priority/medium""]","[""dev_lead""]"
"Implement installment payment plans with configurable terms since v2.4 upgrade","foster_lee","grot_plushies","grot-plushies/payment-service","1402","false","1765888718867","","1766275086933","[""feature-request"",""area/stripe"",""effort/medium"",""priority/low""]","[""dev_lead""]"
"Inventory count goes negative when concurrent orders exceed stock","kumar_ravi","grot_plushies","grot-plushies/product-catalog-service","1895","false","1765833419314","","1766660716259","[""bug"",""area/categories"",""effort/medium"",""priority/low""]","[]"
"Product availability API ignores warehouse-level stock splits under high load","edwards_pat","grot_plushies","grot-plushies/product-catalog-service","1436","true","1765829918006","1765940570955","1765940570955","[""bug"",""area/images"",""area/caching"",""area/inventory"",""effort/small"",""priority/low""]","[""product_mgr""]"
"Add GraphQL API for flexible product data querying on staging","jensen_lars","grot_plushies","grot-plushies/product-catalog-service","1918","true","1765818677535","1768270874179","1768270874179","[""feature-request"",""area/search-index"",""effort/small"",""priority/low""]","[""dev_lead""]"
