"title","author","author_company","repo","number","closed","created_at","closed_at","updated_at","labels","assignees"
[A11ySev2] [Screen reader – Dashboards with Grafana – New annotation]: Screen reader does not announce “No data sources found” message after entering invalid data in Data source combo box edit field.,LinglingTong,Microsoft,grafana/grafana,118753,false,1771895069000,,1773845855000,"[""type/bug"",""area/annotations"",""type/accessibility"",""area/frontend/library-panels"",""automated-triage"",""area/dashboard/annotations"",""AAS""]",[]
[Feature Request] Horizontal Scaling (Sharding) for Unified Alerting Rule Evaluation,kwonjae-2,NAVER,grafana/grafana,118719,false,1771869494000,,1772184214000,"[""type/feature-request"",""area/alerting"",""area/backend"",""automated-triage""]",[]
Loki: Constant variable containing other variables not interpolated in panel queries after upgrade to 12.0.5,oliver0524,,grafana/grafana,118695,false,1771858312000,,1771858511000,"[""type/bug"",""area/dashboard/templating"",""datasource/Loki"",""type/regression"",""automated-triage"",""area/dashboard/variable""]",[]
Dashboards: Grafana 12.3.3 on windows error creating dashboard folders,kevin0x90,,grafana/grafana,118662,true,1771838818000,1771965250000,1771965271000,"[""type/bug"",""area/dashboard/folders"",""area/backend/db/sqlite"",""area/backend/db/sql"",""team/grafana-dashboards"",""automated-triage""]",[]
E-Mail: Default e-mails contain remote content,litetex,,grafana/grafana,118633,false,1771698426000,,1772123705000,"[""type/feature-request"",""area/security"",""area/alerting"",""good first issue"",""automated-triage""]",[]
Dashboards: PUT via kubernetes-style API returns 422 for dashboards with gnetId (registry imports),ElhoubeBrahim,,grafana/grafana,118604,true,1771605562000,1771925874000,1771925906000,"[""type/bug"",""area/backend/api"",""area/dashboard/import"",""team/grafana-dashboards"",""automated-triage"",""area/gitsync""]",[]
[New Data Source]: OpenProject,Ujs74wiop6,@Tebarrot,grafana/grafana,118601,false,1771604040000,,1771604040000,"[""area/datasource"",""type/new-plugin-request""]",[]
Correlations: Following a query from short spans gives invalid time range,martin-reich,,grafana/grafana,118583,false,1771597241000,,1771597438000,"[""type/bug"",""area/dashboard/timerange"",""area/explore"",""datasource/Tempo"",""automated-triage""]",[]
Grafana UI MacOS table missing inspect and tooltip,maxi07,@microsoft ,grafana/grafana,118569,false,1771591307000,,1771591502000,"[""type/bug"",""area/panel/table"",""type/browser-compatibility"",""area/tooltip"",""automated-triage"",""datagrid""]",[]
Grafana UI the Billing filter goes oved the left menu,mantasnauseda,,grafana/grafana,118562,false,1771587176000,,1771587369000,"[""type/bug"",""type/ux"",""area/navigation"",""area/frontend/library-panels"",""automated-triage""]",[]
Alerting: Alert list does not refresh instances,CZvacko,,grafana/grafana,118548,true,1771580651000,1772438968000,1772438979000,"[""type/bug"",""area/alerting"",""area/frontend"",""team/grafana-dashboards"",""area/dashboards/panel"",""automated-triage""]","[""rodrigopk""]"
Tempo: frequent tag and tag value queries in Explore impacting performance,knikl,,grafana/grafana,118546,false,1771577814000,,1771578016000,"[""type/bug"",""type/performance"",""area/explore"",""datasource/Tempo"",""type/regression"",""area/panel/traceview"",""automated-triage""]",[]
[A11ySev2] [Programmatic Access – Dashboards with Grafana – New annotation]: Form element does not have an accessible label for react-select input.,LinglingTong,Microsoft,grafana/grafana,118526,true,1771530619000,1773147755000,1773845880000,"[""type/bug"",""type/ux"",""area/annotations"",""type/accessibility"",""team/grafana-dashboards"",""automated-triage"",""area/dashboard/settings"",""area/dashboard/annotations"",""AAS""]","[""ashharrison90""]"
CVE's in grafana-10.4.19+security-01,ssunka,,grafana/grafana,118510,false,1771523070000,,1774172510000,"[""type/question"",""area/security"",""automated-triage""]",[]
"CloudWatch targets missing metricQueryType/metricEditorMode silently show ""No data"" in UI",bgazzera,,grafana/grafana,118482,false,1771506206000,,1771962313000,"[""type/bug"",""type/ux"",""datasource/CloudWatch"",""area/provisioning"",""area/dashboard/import"",""team/grafana-aws-datasources"",""automated-triage"",""needs prio""]",[]
"Snapshots: Inspect Data on snapshots.raintank.io throws browser console error ""Uncaught (in promise) Error: Unsupported variable type at h (sceneVariablesSetToVariables.ts:252:13)""",LinHuiqing,,grafana/grafana,118472,false,1771502136000,,1774319997000,"[""type/bug"",""area/dashboard/snapshot"",""type/regression"",""area/data/export"",""team/grafana-dashboards"",""automated-triage"",""area/dashboard/variable"",""area/dashboard/scenes""]",[]
Allow disabling Grafana Cloud advertisements,chriscerie,@aws,grafana/grafana,118411,true,1771438342000,1771516178000,1771516968000,"[""type/feature-request"",""type/ux"",""area/navigation"",""area/configuration"",""team/grafana-dashboards"",""area/dashboard/edit"",""automated-triage""]",[]
Layout hooks testing,alexjonspencer1,Grafana,grafana/grafana,118391,true,1771427939000,1773338513000,1773338513000,[],"[""Develer""]"
Create specific metrics and funnel in Fullstory to understand Influx config usage,nadinevehling,@grafana,grafana/grafana,118382,true,1771425369000,1771857355000,1771857355000,[],"[""nadinevehling""]"
NiceToHave: Web push notifications to Grafana Alerting,gojeaqui,Red Hat,grafana/grafana,118373,false,1771422417000,,1771422619000,"[""type/feature-request"",""type/ux"",""area/alerting"",""area/frontend/library-panels"",""automated-triage""]",[]
Add time range option for linked panel to alert rule,Fran-Rg,,grafana/grafana,118372,false,1771421325000,,1773081886000,"[""type/feature-request"",""type/ux"",""area/dashboard/timerange"",""area/alerting"",""area/image-rendering"",""automated-triage""]",[]
Drilldown: Traces drilldown has no labels on top panels,jessebot,Open Engineering,grafana/grafana,118366,false,1771416187000,,1771416385000,"[""type/bug"",""type/ux"",""area/explore"",""datasource/Tempo"",""area/panel/traceview"",""automated-triage""]",[]
Grafana-UI: MultiCombobox disabled option not working properly,Godvolf,,grafana/grafana,118360,true,1771411915000,1773397862000,1773397862000,"[""type/bug"",""bot/no new info"",""area/frontend/library-panels"",""can't reproduce"",""automated-triage""]",[]
Allow Setting Organization ID on Creation via API,neevnuv,,grafana/grafana,118347,true,1771408099000,1771857222000,1773319776000,"[""type/feature-request"",""area/admin/user"",""area/backend/api"",""area/backend/db"",""automated-triage""]",[]
TypeError in Prometheus/Mimir query editor: Internal error thrown when rendering results in explore view,jason-luppnow-canva,,grafana/grafana,118341,false,1771390442000,,1771390628000,"[""type/bug"",""datasource/Prometheus"",""area/explore"",""automated-triage""]",[]
"Logs: ""Escape newlines"" button does nothing in Grafana 12.x (regression)",RelyOnFire,,grafana/grafana,118310,true,1771344678000,1771495609000,1771495609000,"[""type/bug"",""area/explore"",""datasource/Loki"",""area/panel/logs"",""type/regression"",""automated-triage""]","[""L2D2Grafana""]"
Table panel pagination shows ‘No data’ when filter reduces pages without redirecting to a valid page,bharathraman123,,grafana/grafana,118278,false,1771332868000,,1771333330000,"[""type/bug"",""type/ux"",""area/panel/table"",""area/transformations"",""automated-triage"",""datagrid""]",[]
Prometheus 2.0 Dashboard: Should use `rate` instead of `irate`,ChristianTackeGSI,GSI,grafana/grafana,118276,false,1771330918000,,1771878203000,"[""type/bug"",""datasource/Prometheus"",""area/dashboard/import"",""automated-triage""]",[]
Add methanism for fallback contact points,taminomara,,grafana/grafana,118274,false,1771329912000,,1772124325000,"[""type/feature-request"",""area/alerting"",""automated-triage""]",[]
InfluxDB Data Source: Error when organization has >20 buckets (possible bucket API limit?),Lars95,GEA,grafana/grafana,118258,false,1771320128000,,1771320322000,"[""type/bug"",""datasource/InfluxDB"",""area/backend/api"",""area/backend"",""automated-triage""]",[]
Select increments for export of data.,tehfirstfrost,,grafana/grafana,118232,false,1771261848000,,1771262049000,"[""type/feature-request"",""area/panel/table"",""area/transformations"",""area/data/export"",""automated-triage""]",[]
Grafana Live: Allow additional headers for anti-CSRF to be specified,MatthiasWerning,SEW-EURODRIVE GmbH & Co KG,grafana/grafana,118205,false,1771251300000,,1771310801000,"[""type/feature-request"",""area/security"",""area/streaming"",""area/configuration"",""automated-triage""]",[]
Internal metrics: /metrics endpoint is publicly exposed by default with no auth,avian2,,grafana/grafana,118173,false,1771229123000,,1771229313000,"[""type/feature-request"",""area/security"",""area/backend/api"",""area/configuration"",""automated-triage""]",[]
Alerting : Alert rule and expressions not copied when duplicating Prometheus-based alerts,edgarkz,,grafana/grafana,118172,true,1771228702000,1771530115000,1771530115000,"[""type/bug"",""area/alerting"",""datasource/Prometheus"",""area/expressions"",""type/regression"",""automated-triage""]",[]
XY Chart | Multiple Y-Axis,gojanpaolo,,grafana/grafana,118159,false,1771121136000,,1771121343000,"[""type/feature-request"",""area/panel/xychart"",""automated-triage"",""area/panel/field-override""]",[]
Unable to import Data Source Loki ,,,grafana/grafana,118151,false,1771032075000,,1773153611000,[],[]
Add Sorting function to alerting template language,beasteers,New York University,grafana/grafana,118147,false,1771026731000,,1771187117000,"[""type/feature-request"",""area/alerting"",""automated-triage""]",[]
"Unit: Percent (0.0 - 1.0) infers auto max of 10,000% rather than 100%.",pnkfelix,,grafana/grafana,118125,false,1771004404000,,1771004613000,"[""type/bug"",""area/field/overrides"",""area/panel/timeseries"",""automated-triage""]",[]
"Annotation Roles: ""fixed:annotations.dashboard:writer"" role removed",wmvsilva,,grafana/grafana,118122,true,1771003032000,1771345081000,1771345096000,"[""type/bug"",""type/regression"",""team/grafana-dashboards"",""automated-triage"",""area/dashboard/annotations"",""area/auth/rbac""]","[""Jguer""]"
Timepicker: allow specifying timezone in timestamp fields,zzJinux,@sendbird ,grafana/grafana,118106,false,1770994625000,,1770994821000,"[""type/feature-request"",""type/ux"",""area/dashboard/timerange"",""automated-triage""]",[]
"Search API: Incorrect ""ID"" with API /api/search for dashboards",praveenjindal62,,grafana/grafana,118095,false,1770990882000,,1770991083000,"[""type/bug"",""area/search"",""area/backend/api"",""area/provisioning"",""area/backend/db/postgres"",""type/regression"",""automated-triage""]",[]
Zipkin: Trace view shows NaN/NaH for span events and breaks tag filtering due to incorrect JSON field casing (TraceLog Timestamp/Fields),SDarius22,,grafana/grafana,118073,false,1770980680000,,1772201731000,"[""type/bug"",""area/backend"",""area/explore"",""datasource/Zipkin"",""area/panel/traceview"",""automated-triage""]",[]
grafana-ui: Combobox dropdown always opens upwards,armanossiloko,,grafana/grafana,118036,true,1770928013000,1773053623000,1773053624000,"[""type/bug"",""type/ux"",""type/works-as-intended"",""area/grafana/ui"",""automated-triage""]",[]
Documentation feedback: /docs/sources/setup-grafana/sign-in-to-grafana.md,rashmiranjanrath2012-lab,,grafana/grafana,118025,true,1770917164000,1771339852000,1771339852000,"[""type/docs"",""area/admin/user"",""automated-triage""]",[]
Documentation feedback: /docs/sources/setup-grafana/sign-in-to-grafana.md,rashmiranjanrath2012-lab,,grafana/grafana,118021,true,1770916637000,1771339837000,1771339837000,"[""type/docs"",""area/auth"",""area/frontend/login"",""automated-triage""]",[]
Documentation feedback: /docs/sources/setup-grafana/sign-in-to-grafana.md,rashmiranjanrath2012-lab,,grafana/grafana,118019,false,1770915492000,,1770915701000,"[""type/docs"",""area/configuration"",""automated-triage""]",[]
Bar Chart but with lines instead,SofieF2005,,grafana/grafana,118006,false,1770910784000,,1770911168000,"[""type/question"",""area/panel/barchart"",""automated-triage""]",[]
Feat: Dashboard Multi-Tab Editing Detection for Collaborative Workflows,ban-xiu,,grafana/grafana,117995,false,1770905850000,,1770906053000,"[""type/feature-request"",""type/ux"",""area/dashboard/edit"",""automated-triage""]",[]
Dashboard variables from Prometheus data source uses instant query for label values,laurivosandi,@codemowers,grafana/grafana,117990,false,1770902852000,,1770902884000,[],[]
Provisioning: Can't import Dashboards,langesven,,grafana/grafana,117973,false,1770891891000,,1772558719000,"[""type/feature-request"",""type/ux"",""area/dashboard/folders"",""area/provisioning"",""area/dashboard/import"",""automated-triage"",""area/gitsync""]",[]
Explore: Logs displaying as table with no way to change,liam-howe-maersk,,grafana/grafana,117972,false,1770889906000,,1771582502000,"[""type/bug"",""type/ux"",""area/explore"",""datasource/Loki"",""automated-triage""]",[]
Ctrl+/ shortcut inserts '--' causing Flux query errors,dndbxkwh,,grafana/grafana,117963,false,1770860449000,,1770860638000,"[""type/bug"",""datasource/InfluxDB"",""area/explore"",""area/dashboards/panel"",""automated-triage""]",[]
Time series graph: Disconnect threshold not limited to interval,AndreKR,,grafana/grafana,117891,false,1770813510000,,1771539318000,"[""type/bug"",""area/dashboard/timerange"",""area/panel/timeseries"",""automated-triage""]",[]
goto resolve,gotang009,,grafana/grafana,117886,false,1770811842000,,1770811842000,"[""area/datasource"",""type/new-plugin-request""]",[]
Provisioning: Go template variables stripped when using __file provider in Docker Compose,ijsankar,,grafana/grafana,117864,false,1770802167000,,1772192143000,"[""type/bug"",""area/alerting"",""area/provisioning"",""area/configuration"",""automated-triage""]",[]
Azure Monitor: Azure Resource Graph - support setting useResourceGraph=true ARG,audunsolemdal,solom,grafana/grafana,117862,false,1770801326000,,1770830553000,"[""type/feature-request"",""type/ux"",""datasource/Azure"",""automated-triage""]",[]
Alerting: Alerting rules view stuck in loading rules from datasource phase,krunaljain,,grafana/grafana,117784,false,1770743441000,,1770913180000,"[""type/bug"",""area/alerting"",""type/performance"",""area/frontend"",""automated-triage""]",[]
"SQL Expressions: incorrectly collapses escaped quotes ('' to '), breaking valid SQL string literals",setoh2000,,grafana/grafana,117772,false,1770734150000,,1772201582000,"[""type/bug"",""area/explore"",""automated-triage""]",[]
Wazuh,kemalkaratas,,grafana/grafana,117768,false,1770731669000,,1770731669000,"[""area/datasource"",""type/new-plugin-request""]",[]
Logs: level field missing in Table view,pignaczak,,grafana/grafana,117767,true,1770731154000,1771840509000,1771840509000,"[""type/bug"",""area/panel/table"",""area/explore"",""type/regression"",""automated-triage""]","[""L2D2Grafana""]"
Dashboards: Cannot update datasource when importing without deployment details,arnaudin182,,grafana/grafana,117702,false,1770653131000,,1771361192000,"[""type/bug"",""area/dashboard/import"",""type/regression"",""area/dashboards/panel"",""area/dashboard/edit"",""automated-triage""]",[]
Dashboards: Page do not load if invalid refresh parameter is informed,davidsonfrancis,,grafana/grafana,117694,true,1770649586000,1771361602000,1771376202000,"[""type/bug"",""area/dashboard/timerange"",""team/grafana-dashboards"",""automated-triage""]",[]
Postgresql/TimescaleDB datasource - Min time interval do not take into account,nicolargo,Le blog de Nicolargo,grafana/grafana,117683,false,1770645892000,,1770731164000,"[""type/bug"",""area/dashboard/timerange"",""datasource/Postgres"",""automated-triage"",""area/dashboard/variable""]",[]
Tempo datasource：Avoid full block scan when fetching trace by ID,zzyuzhan,,grafana/grafana,117654,false,1770620895000,,1770621087000,"[""type/feature-request"",""type/performance"",""area/explore"",""datasource/Tempo"",""automated-triage""]",[]
[New Data Source]: Maria DB,Badhri-KIMS,,grafana/grafana,117642,true,1770591152000,1770623467000,1770623467000,"[""area/datasource"",""type/new-plugin-request""]",[]
Gracefully handle 503 with HTML response,adrian-tarau,,grafana/grafana,117612,false,1770399166000,,1770399362000,"[""type/feature-request"",""type/ux"",""datasource/Prometheus"",""area/frontend/library-panels"",""area/tooltip"",""automated-triage""]",[]
Explore: Logs filtered in the frontend when clicking Logs Volume series,nk-tedo-001,,grafana/grafana,117579,false,1770375582000,,1770734440000,"[""needs more info"",""area/explore"",""area/panel/logs"",""automated-triage""]",[]
"Dashboard rows never finish loading with ""Alphabetically (A-Z)"" sort",,,grafana/grafana,117559,false,1770340700000,,1770340700000,"[""bug""]",[]
Logs query direction <-> sort order sync: add data source support and document how to use it,nmiculinic,,grafana/grafana,117524,false,1770311501000,,1773313849000,"[""type/feature-request"",""type/docs"",""area/plugins"",""area/explore"",""automated-triage""]","[""urbiz-grafana""]"
CVE-2025-13465 and lodash 4.17.21,senyahnoj,,grafana/grafana,117522,true,1770311347000,1770977859000,1770977859000,"[""type/question"",""area/security"",""automated-triage""]","[""eledobleefe""]"
Transformations: Convert field type  Field as enum,rismoney,,grafana/grafana,117492,false,1770299155000,,1770299544000,"[""type/feature-request"",""area/panel/table"",""area/transformations"",""automated-triage""]",[]
TestRail:Test-Management,rohitpatel-ofti,OFTI,grafana/grafana,117481,false,1770293305000,,1770293305000,"[""area/datasource"",""type/new-plugin-request""]",[]
404 Error on /public-dashboards When Navigating Through Dashboards,lluisd,@sunwebgroup ,grafana/grafana,117478,false,1770292837000,,1771904770000,"[""type/bug"",""area/backend/api"",""area/navigation"",""area/public-dashboards"",""automated-triage""]",[]
ISSUE: TraceQL Search generates invalid query with `&& true` (e.g. `{nestedSetParent<0 && true}`),uasy,,grafana/grafana,117469,false,1770288809000,,1770288997000,"[""type/bug"",""area/search"",""area/explore"",""datasource/Tempo"",""automated-triage""]",[]
[New Data Source]: Aruba Central,Arafat-Procode,,grafana/grafana,117465,false,1770286371000,,1770286371000,"[""area/datasource"",""type/new-plugin-request""]",[]
"422 error loading ""Service Name"" and ""Span Name"" in a ""Search"" type query",,,grafana/grafana,117438,false,1770235473000,,1770235473000,"[""bug""]",[]
"Dashboard rows never finish loading with ""Views total (most)"" or ""Errors total (most)"" sort",,,grafana/grafana,117429,true,1770230865000,1770743831000,1770743831000,"[""bug""]",[]
Dashboard deletion modal incorrect plural grammar,,,grafana/grafana,117428,false,1770230333000,,1770305505000,[],[]
Error showing results with fields that contain *,bironran,,grafana/grafana,117425,true,1770228256000,1770305882000,1770313044000,"[""type/bug"",""area/panel/logs"",""automated-triage""]","[""matyax""]"
Azure Monitor: Memory leak and browser crashing,jhuamani32,,grafana/grafana,117401,true,1770220099000,1774579216000,1774579216000,"[""type/bug"",""type/performance"",""area/panel/table"",""datasource/Azure"",""area/panel/timeseries"",""automated-triage""]",[]
Dashboard variables: Searching for variables sometimes breaks with umlauts and accents,envy,,grafana/grafana,117385,false,1770207442000,,1772119996000,"[""type/bug"",""area/dashboard/templating"",""area/internationalization"",""automated-triage"",""area/dashboard/variable""]",[]
"Preserve ""expand results"" value in Explore links",joe-op,,grafana/grafana,117333,false,1770141551000,,1770141749000,"[""type/feature-request"",""type/ux"",""area/explore"",""automated-triage""]",[]
Requesting additional docs for breaking changes to provisioned permissions,neupaneadhin,,grafana/grafana,117323,false,1770132628000,,1772466416000,"[""type/question"",""type/docs"",""area/provisioning"",""automated-triage"",""area/permissions"",""area/auth/rbac""]","[""mohammad-hamid""]"
Table panel requires unsafe-eval CSP,Zash,@elastisys,grafana/grafana,117307,false,1770122028000,,1770122219000,"[""type/bug"",""area/security"",""area/panel/table"",""area/configuration"",""type/regression"",""automated-triage""]",[]
API breaking change: /api/annotations no longer returns alertId field when value is 0,danielfaust,,grafana/grafana,117304,false,1770118052000,,1770120420000,"[""type/bug"",""area/annotations"",""area/backend/api"",""type/regression"",""automated-triage""]",[]
"Alerts sent to example@email.com, instead of provisioned mail address, leaking my system",abentele,,grafana/grafana,117295,false,1770111471000,,1770913931000,"[""type/bug"",""area/security"",""area/alerting"",""area/provisioning"",""area/configuration"",""automated-triage""]","[""rwwiv""]"
[Sev2] New annotation: Services label is not programmatically associated with Metrics combo box control.,JonCole,Microsoft Corporation,grafana/grafana,117288,false,1770084133000,,1773845587000,"[""type/bug"",""datasource/Azure"",""type/accessibility"",""automated-triage"",""area/dashboard/annotations"",""AAS""]",[]
[Sev2] New annotation: Color label is not programmatically associated with “Pick a color” button.,JonCole,Microsoft Corporation,grafana/grafana,117287,false,1770083962000,,1773845621000,"[""type/bug"",""area/annotations"",""type/accessibility"",""team/grafana-dashboards"",""automated-triage"",""area/dashboard/annotations"",""AAS""]",[]
[Sev2] Luminosity ratio of background of focused list items is less than 3:1 compared to non-focused items in “Time Zone” and “Week start” combo boxes under General tab.,JonCole,Microsoft Corporation,grafana/grafana,117286,false,1770083499000,,1773845576000,"[""type/accessibility"",""automated-triage"",""area/dashboard/settings"",""AAS""]",[]
[Sev2] Screen reader is not announcing the associated group label “Graph tooltip” for the Default radio button under Panel option control,JonCole,Microsoft Corporation,grafana/grafana,117285,true,1770083324000,1773678580000,1773678580000,"[""type/bug"",""type/ux"",""type/accessibility"",""area/tooltip"",""automated-triage""]","[""ashharrison90""]"
[Sev2] Color contrast ratio is less than 4.5:1 for the time range tooltip under 'new dashboard' screen,JonCole,Microsoft Corporation,grafana/grafana,117284,false,1770083121000,,1773845560000,"[""type/bug"",""area/dashboard/timerange"",""type/accessibility"",""area/tooltip"",""automated-triage"",""AAS""]",[]
No query language options for InfluxDB data source,,,grafana/grafana,117277,true,1770067117000,1770138255000,1770138255000,[],[]
[VULN] High Severity Vulnerability (CVE-2025-64756) found in grafana/grafana:12.3.2,moja-ninjaone,,grafana/grafana,117276,true,1770066872000,1770131206000,1770131206000,[],[]
Provisioning: Can't save edited JSON Model,langesven,,grafana/grafana,117259,true,1770048718000,1770148363000,1770148385000,"[""type/bug"",""type/ux"",""area/backend/api"",""area/provisioning"",""area/dashboard/edit"",""automated-triage"",""area/dashboard/settings"",""area/gitsync""]","[""ywzheng1""]"
Fallback display when javascript is disabled,romuald,Gandi.net,grafana/grafana,117243,false,1770037240000,,1770389223000,"[""type/feature-request"",""effort/small"",""type/ux"",""prio/low"",""type/accessibility"",""area/navigation"",""area/frontend/login"",""automated-triage""]",[]
[Variables] deduplication doesn't consider text values combo in custom variable support and data frames based variables,yosiasz,solitcon,grafana/grafana,118153,false,1769956649000,,1772533500000,"[""type/bug"",""automated-triage""]","[""yesoreyeram""]"
"Path Traversal (Sibling Zip Slip) in grafana-cli bypasses extraction sandbox, allowing arbitrary file overwrite",nlgbao1340,,grafana/grafana,117214,false,1769823268000,,1769883529000,"[""type/bug"",""area/plugins"",""area/security"",""area/backend"",""type/poc"",""automated-triage""]",[]
[v2 Dynamic Dashbaords] Public Sharing does not support tabs,dr4gon123,Supra,grafana/grafana,117199,false,1769804390000,,1770200175000,"[""type/bug"",""type/ux"",""area/public-dashboards"",""area/dashboard/rows"",""team/grafana-dashboards"",""automated-triage"",""area/dashboard/scenes"",""proj/dynamic-dashboards""]",[]
Alerting: Alert values change unexpectedly on scroll action,dgeorges,,grafana/grafana,117193,true,1769797418000,1770630925000,1770630925000,"[""type/bug"",""type/ux"",""area/alerting"",""area/frontend/library-panels"",""automated-triage""]","[""joshhunt""]"
"Docs: Streamline and clarify documentation around feature toggles, and have it more closely linked from whats new",HarimbolaSantatra,,grafana/grafana,117142,false,1769770169000,,1773764062000,"[""type/bug"",""area/configuration"",""area/dataviz"",""area/docs""]",[]
Product Area: .EndAt same as .StartsAt when alarm ends,f33r0,,grafana/grafana,117113,false,1769758048000,,1770985862000,"[""type/bug"",""area/alerting"",""automated-triage""]",[]
"Plugins: FreeBSD ""Plugin failed to start"" at install for multiple data source plugins",benbenik,,grafana/grafana,117093,true,1769713222000,1770032908000,1770032909000,"[""type/bug"",""area/plugins"",""type/build-packaging"",""area/backend"",""area/configuration"",""area/plugins-catalog"",""automated-triage""]",[]
Dashboards: Very slow loading after migration to v12,neteven-tld,,grafana/grafana,117063,false,1769686349000,,1769793367000,"[""type/bug"",""type/performance"",""area/backend/api"",""area/backend/db/postgres"",""area/backend/db/sql"",""type/regression"",""automated-triage""]",[]
Support view data source by type,maxsxu,@streamnative,grafana/grafana,117014,false,1769613756000,,1769613963000,"[""type/feature-request"",""area/admin/user"",""automated-triage""]",[]
Git Sync: Cannot Restore dashboard to previous version from UI,jacek-gratka-alpha,,grafana/grafana,117004,true,1769606317000,1772566504000,1772566504000,"[""type/bug"",""type/regression"",""area/dashboard/edit"",""automated-triage"",""area/dashboard/settings"",""area/gitsync""]",[]
"XY Chart: Add ""Group by"" / ""Split by"" field option for automatic multi-series with distinct colors",oorestisime,,grafana/grafana,117000,false,1769604028000,,1769604223000,"[""type/feature-request"",""type/ux"",""area/field/overrides"",""area/panel/xychart"",""area/legend"",""automated-triage""]",[]
Github: Latest releases no longer tagged as latest,mattbhmrc,,grafana/grafana,116991,true,1769594602000,1771080610000,1771080610000,"[""type/bug"",""type/build-packaging"",""area/configuration"",""automated-triage""]",[]
Explore/Loki: Support field selection in Live tail and Log context,BitterMoon10,,grafana/grafana,116981,false,1769582996000,,1769583189000,"[""type/feature-request"",""type/ux"",""area/explore"",""datasource/Loki"",""automated-triage""]",[]
Alerting: oncall_logo.svg contains empty <script> tag and triggers security scanners,JeremyScott106,,grafana/grafana,116976,false,1769557497000,,1770719333000,"[""type/bug"",""area/security"",""area/alerting"",""automated-triage""]",[]
Timescale/Postgres query builder missing options that were present in older versions,readmodifywrite,"Sapphire Open Systems, LLC",grafana/grafana,116973,false,1769551415000,,1769551613000,"[""type/ux"",""datasource/Postgres"",""type/regression"",""automated-triage""]",[]
Alerting: State history Prometheus backend does not support Tenancy ID,surdaft,Purple Wifi Ltd,grafana/grafana,116931,false,1769524542000,,1773087206000,[],[]
Add a description for panel query legend,sylr,,grafana/grafana,116886,false,1769500699000,,1769500896000,"[""type/feature-request"",""type/ux"",""area/panel/edit"",""area/tooltip"",""area/legend"",""area/dashboards/panel"",""automated-triage""]",[]
"[Sev2] Screen reader does not announce the 'Method' group label for the 'Post/Get radio buttons under the ""Add action"" section.",JonCole,Microsoft Corporation,grafana/grafana,116883,true,1769489014000,1773678579000,1773845570000,"[""type/bug"",""type/ux"",""type/accessibility"",""team/grafana-dashboards"",""area/dashboard/edit"",""automated-triage"",""area/dashboard/settings"",""area/dashboard/variable"",""AAS""]","[""ashharrison90""]"
[Sev2] Visual label and aria-label mismatch for Auto list item in Refresh menu.,JonCole,Microsoft Corporation,grafana/grafana,116882,true,1769488687000,1771952579000,1773845559000,"[""type/bug"",""area/dashboard/timerange"",""type/accessibility"",""team/grafana-dashboards"",""automated-triage"",""area/dashboard/scenes"",""AAS""]",[]
Grafana Git Sync (Github) - Failure during initial synchronization leads to inability to setup sync again,michaelpeterswa,"Senior Software Engineer, @Kochava",grafana/grafana,116880,true,1769475413000,1771232001000,1771232001000,"[""type/bug"",""area/backend"",""area/provisioning"",""area/dashboard/edit"",""area/backend/app-platform"",""automated-triage"",""area/gitsync""]","[""MissingRoberto""]"
alerting: make e-mails grouped in clients,atticus-sullivan,,grafana/grafana,116851,false,1769443337000,,1769443545000,"[""type/feature-request"",""area/alerting"",""automated-triage""]",[]
We encountered a regression issue after upgrading Grafana from v12.1.x to v12.3.1 affecting the Azure Monitor data source.,nicoarapaul,Visma,grafana/grafana,116817,false,1769419517000,,1771239674000,"[""type/bug"",""area/plugins"",""datasource/Azure"",""type/regression"",""automated-triage""]",[]
Prometheus 2.0 Stats Dashboard: Add proper units,ChristianTackeGSI,GSI,grafana/grafana,116810,true,1769385307000,1769689826000,1769689826000,"[""type/feature-request"",""datasource/Prometheus"",""area/dashboards/panel"",""automated-triage""]",[]
Prometheus 2.0 Dashboard: Non working override,ChristianTackeGSI,GSI,grafana/grafana,116809,true,1769382717000,1769766519000,1769766519000,"[""type/bug"",""datasource/Prometheus"",""area/field/overrides"",""area/dashboards/panel"",""automated-triage""]",[]
gitsync: Git provider URL validation blocks self-hosted / enterprise instances,Mai65,,grafana/grafana,116807,true,1769370361000,1772445726000,1772445726000,"[""type/bug"",""area/provisioning"",""automated-triage"",""area/gitsync""]",[]
GeoIP data transformation,StudioLE,,grafana/grafana,116804,false,1769334364000,,1769334555000,"[""type/feature-request"",""area/transformations"",""area/panel/geomap"",""automated-triage""]",[]
Olt,beparykamrul-dev,Family Time Network,grafana/grafana,116799,true,1769278027000,1769351731000,1769351731000,"[""area/datasource"",""type/new-plugin-request""]",[]
Grafana fails with /var/lib/grafana as symlink,Hipska,@Super-Visions ,grafana/grafana,116744,false,1769165655000,,1769165854000,"[""type/bug"",""area/backend/db"",""area/backend"",""area/backend/db/sqlite"",""type/regression"",""automated-triage""]",[]
Dashboards: Share link breaks for repeated Library Panels (viewPanel=<repeatValue>$panel-<id>) → Panel not found (Grafana 12.3.1),jace-son,,grafana/grafana,116736,false,1769147152000,,1770976302000,"[""type/bug"",""area/dashboard/links"",""area/frontend/library-panels"",""type/regression"",""automated-triage"",""area/panel/repeat""]",[]
